author,book_title,genre,pages_amt,price,publish_date,rating_avg,ratings_amt,reviews_amt
Minka Kent,The Stillwater Girls,thriller,256 pages,"Kindle Unlimited
",April 9th 2019,4.10,11782,1260
Sally Hepworth,The Mother-in-Law,thriller,347 pages,Amazon CA,,3.98,55708,6039
Minka Kent,When I Was You,thriller,288 pages,"Kindle Unlimited
",February 1st 2020,3.96,18324,1590
Megan Miranda,The Last House Guest,thriller,336 pages,"Kindle Store
$11.99
",June 18th 2019,3.59,35506,3222
Dean Koontz,Red Rain,thriller,50 pages,Amazon,November 12th 2019,4.00,9138,378
Dean Koontz,Memories of Tomorrow,thriller,55 pages,"Kindle Unlimited
",November 12th 2019,4.30,9404,586
Peter  Swanson,Eight Perfect Murders,thriller,270 pages,Amazon,March 3rd 2020,3.67,9826,2148
Mary Kubica,The Other Mrs.,thriller,405 pages,Amazon,February 18th 2020,3.75,13959,2469
"Liz Moore,Liz Moore",Long Bright River,thriller,482 pages,"Kindle Store
$13.99
",January 7th 2020,4.14,25615,3590
Holly  Jackson,A Good Girl's Guide to Murder,thriller,433 pages,Amazon,May 2nd 2019,4.36,14763,2975
Blake Crouch,Recursion,thriller,336 pages,"Kindle Store
$11.99
",June 11th 2019,4.18,77217,11464
Dean Koontz,The Praying Mantis Bride,thriller,61 pages,Amazon,November 12th 2019,4.04,10216,454
Shari Lapena,The Couple Next Door,thriller,308 pages,"Kindle Store
$9.99
",August 23rd 2016,3.78,295067,23232
"Lucy Foley,Lucy Foley",The Hunting Party,thriller,406 pages,Amazon,January 24th 2019,3.65,33371,4096
"Greer Hendricks,Sarah Pekkanen",The Wife Between Us,thriller,352 pages,"Kindle Store
$10.99
",January 9th 2018,3.84,194971,20194
Stephen King,The Institute,thriller,561 pages,Amazon,September 10th 2019,4.21,94849,11387
Lee Child,Blue Moon,thriller,359 pages,"Kindle Store
$6.99
",October 29th 2019,3.98,34570,3279
Brian Freeman,Thief River Falls,thriller,314 pages,"Kindle Unlimited
",February 1st 2020,4.02,20254,1774
Kendra Elliot,The Last Sister,thriller,328 pages,"Kindle Unlimited
",January 14th 2020,4.19,11910,685
"Teresa Driscoll,Elizabeth Knowelden",I Am Watching You,thriller,9 pages,Amazon UK,October 1st 2017,4.05,112023,6453
Victor Methos,A Killer's Wife,thriller,362 pages,"Kindle Unlimited
",March 1st 2020,4.26,11649,799
Dean Koontz,Photographing the Dead,thriller,58 pages,"Kindle Unlimited
",November 12th 2019,4.12,12388,620
Paula Hawkins,The Girl on the Train,thriller,325 pages,Amazon,January 13th 2015,3.92,1976468,108263
Carol Mason,Little White Secrets,thriller,,"Kindle Unlimited
",May 1st 2020,3.87,1903,138
"K.L. Slater,Tuppence Middleton,John Chancer",The Apartment,thriller,,Amazon,August 29th 2019,3.68,1875,877
Sonja Yoerg,Stories We Never Told,thriller,328 pages,"Kindle Unlimited
",May 1st 2020,3.76,2693,257
Liv Constantine,The Last Mrs. Parrish,thriller,560 pages,"Kindle Store
$9.99
",October 17th 2017,3.88,100573,9340
Elle Marr,The Missing Sister,thriller,300 pages,"Kindle Unlimited
",April 1st 2020,3.58,8027,610
"Ruth Ware,Ruth Ware",The Turn of the Key,thriller,337 pages,"Kindle Store
$12.99
",August 6th 2019,3.95,90406,12347
Jess Lourey,Unspeakable Things,thriller,,Kobo,January 1st 2020,3.91,27491,2168
Tracy Buchanan,Wall of Silence,thriller,383 pages,Kobo,April 1st 2020,4.07,7291,552
Melinda Leigh,Cross Her Heart,thriller,327 pages,"Kindle Unlimited
",March 17th 2020,4.43,5004,496
Lisa Jewell,Then She Was Gone,thriller,359 pages,"Kindle Store
$12.99
",April 17th 2018,4.03,160219,14573
Claire McGowan,What You Did,thriller,284 pages,Amazon,August 1st 2019,3.90,41578,2270
John Grisham,Camino Island,thriller,290 pages,Amazon,June 6th 2017,3.73,80275,7704
"Greer Hendricks,Sarah Pekkanen,Emily Bauer",The Getaway,thriller,3 pages,Amazon,April 30th 2020,3.42,628,96
Dean Koontz,In the Heart of the Fire,thriller,62 pages,Amazon,November 12th 2019,4.09,24272,1228
Marin Montgomery,What We Forgot to Bury,thriller,,"Kindle Unlimited
",May 1st 2020,3.86,3540,316
"Robert  Bailey,Robert  Bailey",Legacy of Lies,thriller,315 pages,"Kindle Store
$4.99
",June 1st 2020,4.28,409,49
Lisa Jewell,The Family Upstairs,thriller,340 pages,Amazon UK,November 5th 2019,4.00,72965,8569
Emily St. John Mandel,The Glass Hotel,thriller,302 pages,"Kindle Store
$13.99
",March 24th 2020,3.88,12995,2307
Dean Koontz,Devoted,thriller,380 pages,"Kindle Unlimited
",March 31st 2020,4.23,6128,646
John Sandford,Masked Prey,thriller,640 pages,"Kindle Store
$14.99
",April 21st 2020,4.31,4036,325
"James Patterson,Maxine Paetro,James Patterson,Maxine Paetro",20th Victim,thriller,432 pages,Amazon,March 5th 2020,4.22,1071,123
Lucy Foley,The Guest List,thriller,320 pages,Amazon UK,June 2nd 2020,4.03,13204,2437
Harlan Coben,The Boy from the Woods,thriller,384 pages,Amazon,March 17th 2020,4.08,13731,1322
A.J. Finn,The Woman in the Window,thriller,455 pages,Amazon,January 2nd 2018,3.94,383192,37552
Colleen Hoover,Verity,thriller,333 pages,"Kindle Unlimited
",December 7th 2018,4.35,109792,18387
Claire McGowan,The Other Wife,thriller,,"Kindle Unlimited
",October 24th 2019,4.09,15364,815
Tarryn Fisher,The Wives,thriller,256 pages,Amazon,December 30th 2019,3.73,51148,8141
Christopher Greyson,The Girl Who Lived,thriller,296 pages,"Kindle Unlimited
",November 2nd 2017,3.99,23631,1553
Harriet Tyce,Blood Orange,thriller,336 pages,Amazon FR,February 21st 2019,3.97,19663,1651
"T.R. Ragan,T.R. Ragan",Don't Make a Sound,thriller,288 pages,Amazon UK,June 1st 2020,4.05,825,72
David Baldacci,Walk the Wire,thriller,,"Kindle Store
$14.99
",April 21st 2020,4.31,5036,372
Andrew Mayne,The Girl Beneath the Sea,thriller,332 pages,"Kindle Unlimited
",May 1st 2020,4.10,8292,586
John Grisham,Camino Winds,thriller,304 pages,"Kindle Store
$14.99
",April 28th 2020,4.07,2940,260
Alex Michaelides,The Silent Patient,thriller,325 pages,Amazon,February 5th 2019,4.08,340857,37002
Alexa  Martin,Blitzed,sports,325 pages,"Kindle Store
$9.99
",December 3rd 2019,3.61,1894,374
Bella Mackie,Jog On: How Running Saved My Life,sports,288 pages,"Kindle Store
$12.99
",December 27th 2018,3.80,3378,257
Pippa Grant,The Pilot & the Puck-Up,sports,280 pages,"Kindle Unlimited
",February 16th 2018,4.30,3071,381
Pippa Grant,Royally Pucked,sports,346 pages,Amazon CA,April 6th 2018,4.31,2503,248
K.A. Tucker,Until It Fades,sports,368 pages,"Kindle Store
$7.99
",June 27th 2017,3.98,12903,1506
Jim Ross,Under the Black Hat: My Life in the WWE and Beyond,sports,320 pages,"Kindle Store
$12.99
",March 31st 2020,4.46,356,47
Kandi Steiner,Old Fashioned,sports,359 pages,Amazon IN,March 19th 2020,4.40,1221,377
"Jason Reynolds,Brendan Kiely",All American Boys,sports,316 pages,"Kindle Store
$9.99
",September 29th 2015,4.29,24864,4523
R.C. Stephens,Big Stick,sports,226 pages,"Kindle Store
$3.99
",September 17th 2018,3.86,430,137
McKinley May,Hard As Steel,sports,409 pages,"Kindle Unlimited
",March 10th 2018,4.34,338,37
Karla Sorensen,The Ex Effect,sports,240 pages,"Kindle Unlimited
",December 2nd 2018,4.15,2815,323
Karla Sorensen,Baking Me Crazy,sports,252 pages,Kobo,October 8th 2019,4.03,3523,566
Tillie Walden,Spinning,sports,400 pages,"Kindle Store
$9.99
",September 12th 2017,3.81,10866,1350
Miranda Kenneally,Four Days of You and Me,sports,352 pages,Amazon FR,May 5th 2020,3.71,263,163
"Nalini Singh,Justine O. Keef",Love Hard,sports,,"Kindle Store
$5.99
",March 10th 2020,4.20,1600,342
Samantha Christy,Stealing Sawyer,sports,398 pages,"Kindle Unlimited
",September 20th 2018,4.45,4733,314
Jesse Itzler,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,sports,272 pages,"Kindle Store
$6.99
",November 3rd 2015,4.27,9966,987
Jiffy Kate,Stud Muffin,sports,,Amazon,October 29th 2019,4.11,2104,335
"Claire Kingsley,Lucy Score",Bourbon Bliss,sports,,Amazon,,4.49,4021,436
Maya Hughes,Fearless King,sports,340 pages,"Kindle Unlimited
",May 30th 2019,4.19,1112,231
Pam Muñoz Ryan,Mañanaland,sports,256 pages,"Kindle Store
$11.99
",March 3rd 2020,4.13,464,115
Laura Drewry,Off the Hook,sports,257 pages,Amazon,April 12th 2016,4.02,579,165
Ginger Scott,A Boy Like You,sports,300 pages,Amazon,March 3rd 2017,4.17,2883,412
Kimberly Readnour,Swinging Strike,sports,386 pages,Amazon,February 20th 2020,4.13,458,105
Abby Wambach,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game",sports,112 pages,"Kindle Store
$10.99
",April 9th 2019,4.04,8756,940
Winter  Renshaw,Hate the Game,sports,280 pages,Amazon,September 27th 2019,3.96,3855,416
Mike Berenstain,The Berenstain Bears: We Love Soccer!,sports,32 pages,"Kindle Unlimited
",January 5th 2016,4.19,231,14
L.A. Cotton,The Game You Play,sports,,Amazon,September 17th 2019,4.21,1690,365
Kate  Stewart,The Guy in the Middle,sports,362 pages,Amazon,February 29th 2020,4.31,2410,567
Kate  Stewart,The Guy on the Left,sports,429 pages,"Kindle Unlimited
",December 6th 2019,4.37,3986,748
Pippa Grant,Beauty and the Beefcake,sports,368 pages,"Kindle Unlimited
",May 17th 2018,4.38,3180,391
Gordon Korman,Restart,sports,256 pages,"Kindle Store
$10.99
",May 30th 2017,4.23,14930,2291
Alexa  Martin,Fumbled,sports,331 pages,Amazon,April 23rd 2019,3.73,3738,601
Sandhya Menon,There's Something About Sweetie,sports,378 pages,Amazon,May 14th 2019,4.12,4933,1228
Tijan,Ryan's Bed,sports,250 pages,Amazon,January 22nd 2018,4.25,14047,1966
Piper Rayne,Lessons from a One-Night Stand,sports,340 pages,"Kindle Store
$0.00
",February 7th 2019,4.15,2590,468
Quan Barry,We Ride Upon Sticks,sports,384 pages,"Kindle Store
$13.99
",March 3rd 2020,3.89,1205,248
Stephanie  Kay,Breakout,sports,324 pages,"Kindle Unlimited
",March 13th 2017,3.98,842,62
Jillian  Quinn,Prince Pucking Charming,sports,,"Kindle Unlimited
",February 19th 2020,4.19,379,69
Kennedy Ryan,Long Shot,sports,460 pages,"Kindle Store
$4.99
",March 20th 2018,4.29,11014,2045
Kendall Ryan,Trying to Score,sports,284 pages,Amazon,November 12th 2019,4.14,2660,313
Karla Sorensen,The Bombshell Effect,sports,240 pages,"Kindle Unlimited
",June 14th 2018,4.05,3779,496
Staci Hart,With a Twist,sports,,Amazon,,3.81,7452,790
Jason Reynolds,Ghost,sports,192 pages,"Kindle Unlimited
",August 30th 2016,4.21,25668,4144
Odette Stone,Dark Russian Angel,sports,362 pages,Amazon,December 8th 2019,4.27,2373,316
Victoria Jamieson,Roller Girl,sports,240 pages,"Kindle Store
$9.99
",March 10th 2015,4.31,39993,3911
Meghan Quinn,Three Blind Dates,sports,386 pages,Amazon,January 4th 2018,4.13,8126,1164
Meagan Brandy,Fumbled Hearts,sports,,Amazon,,4.24,6816,630
Maya Hughes,Ruthless King,sports,366 pages,"Kindle Unlimited
",January 10th 2019,4.08,2168,420
"Kristen Callihan,Samantha Young",Outmatched,sports,334 pages,"Kindle Unlimited
",November 19th 2019,3.94,6818,883
Kendall Ryan,Crossing the Line,sports,300 pages,Amazon,January 20th 2020,4.17,2305,301
Yesenia Vargas,#TheRealCinderella,sports,275 pages,Amazon,April 24th 2018,3.71,2127,259
Kasie West,Moment of Truth,sports,320 pages,Amazon CA,March 3rd 2020,3.95,1813,356
Avery Flynn,Parental Guidance,sports,282 pages,Amazon,June 17th 2019,3.75,4339,635
Maya Hughes,The Second We Met,sports,328 pages,Amazon,October 17th 2019,3.99,3314,506
Mariana Zapata,Wait for It,sports,670 pages,"Kindle Unlimited
",December 7th 2016,4.25,34091,2751
Helena Hunting,The Good Luck Charm,sports,384 pages,Amazon,August 7th 2018,3.61,9715,1204
Corinne Michaels,Say You'll Stay,sports,310 pages,"Kindle Store
$0.00
",June 20th 2016,4.12,18539,2010
Kelly Oram,Girl at Heart,sports,262 pages,"Kindle Unlimited
",October 30th 2019,4.11,2134,282
"Chloe Liese,Chloe Liese",Only When It's Us,sports,347 pages,Amazon IN,April 1st 2020,4.15,901,351
Staci Hart,Wasted Words,sports,,Amazon,,3.78,9230,1044
Jillian Dodd,That Love,sports,,"Kindle Unlimited
",May 2020,4.21,1031,103
Karla Sorensen,The Marriage Effect,sports,300 pages,"Kindle Unlimited
",June 12th 2019,4.25,2967,362
Kendall Ryan,Down and Dirty,sports,320 pages,Amazon,March 10th 2020,4.18,2058,374
Meghan Quinn,The Dugout,sports,362 pages,"Kindle Unlimited
",September 19th 2019,4.36,5282,711
J.T. Geissinger,Rules of Engagement,sports,290 pages,Amazon,January 28th 2020,4.09,2421,464
Lucy Score,Rock Bottom Girl,sports,532 pages,Amazon,March 8th 2019,4.42,7027,1063
Ilsa Madden-Mills,I Bet You,sports,298 pages,Amazon,October 25th 2018,4.09,9249,997
Meghan Quinn,The Locker Room,sports,318 pages,Amazon IN,June 17th 2019,4.16,7431,1029
Meagan Brandy,Trouble at Brayshaw High,sports,284 pages,Amazon,May 28th 2019,4.45,9394,1184
Avery Flynn,Awk-Weird,sports,239 pages,"Kindle Store
$3.99
",October 14th 2019,3.87,4367,544
David   Epstein,Range: Why Generalists Triumph in a Specialized World,sports,352 pages,"Kindle Store
$14.99
",May 28th 2019,4.18,15643,1759
Alexandra Moody,The Wrong Bachelor,sports,282 pages,"Kindle Unlimited
",July 8th 2018,3.90,4127,399
Maya Hughes,The Perfect First,sports,342 pages,Kobo,April 25th 2019,4.07,5811,766
Pippa Grant,"Liar, Liar, Hearts on Fire",sports,308 pages,Amazon,March 24th 2020,4.52,864,217
Alisha Rai,The Right Swipe,sports,387 pages,Amazon,August 6th 2019,3.68,9721,1924
Tijan,Teardrop Shot,sports,422 pages,Amazon,June 24th 2019,4.34,10571,1282
Jillian Dodd,That Baby,sports,,Amazon,,4.30,4473,430
Maya Hughes,The Third Best Thing,sports,369 pages,Amazon,January 31st 2020,4.26,3189,596
Ilsa Madden-Mills,I Hate You,sports,302 pages,"Kindle Unlimited
",August 17th 2019,4.13,9608,1115
Mariana Zapata,The Wall of Winnipeg and Me,sports,673 pages,"Kindle Unlimited
",February 28th 2016,4.33,59807,6247
Lauren Landish,Rough Love,sports,344 pages,Amazon,December 28th 2019,4.22,2415,283
"Jaymin Eve,Tate James",Princess Ballot,sports,,Amazon,December 26th 2019,4.37,4075,522
Kelly Elliott,Never Enough,sports,318 pages,"Kindle Unlimited
",December 10th 2019,4.40,2051,332
Karla Sorensen,Focused,sports,262 pages,Kobo,January 7th 2020,4.09,4330,416
L.J. Shen,Broken Knight,sports,367 pages,Amazon IN,August 2019,4.29,22046,3539
Catherine Cowles,Further To Fall,sports,,Amazon IN,,4.16,922,254
"A. Jade,Ashley Jade",Cruel Prince,sports,,Amazon,August 20th 2019,4.12,10072,1233
Odette Stone,Home Game,sports,366 pages,"Kindle Unlimited
",April 18th 2019,4.38,5130,492
Alex Light,The Upside of Falling,sports,288 pages,"Kindle Store
$9.99
",February 18th 2020,3.57,3144,660
Toni Aleo,Bring It Home,sports,111 pages,"Kindle Store
$2.99
",April 24th 2020,4.56,393,116
David Goggins,Can't Hurt Me: Master Your Mind and Defy the Odds,sports,366 pages,"Kindle Store
$7.99
",December 4th 2018,4.45,38647,3533
Kendall Ryan,Wild for You,sports,258 pages,Amazon IN,April 20th 2020,4.24,1484,327
Helena Hunting,A Favor for a Favor,sports,301 pages,Kobo,January 28th 2020,4.33,7339,1073
Phil Knight,Shoe Dog: A Memoir by the Creator of NIKE,sports,400 pages,Amazon,April 26th 2016,4.49,120709,8638
"Carrie Gray,Coralee June",Looking to Score,sports,250 pages,"Kindle Unlimited
",April 30th 2020,4.41,487,167
Lyssa Kay Adams,The Bromance Book Club,sports,352 pages,"Kindle Store
$9.99
",November 5th 2019,3.97,18281,4026
Linda  Holmes,Evvie Drake Starts Over,sports,289 pages,Amazon,June 25th 2019,3.88,61102,7930
Ilsa Madden-Mills,Dear Ava,sports,376 pages,Amazon,February 1st 2020,4.25,16437,1954
"Melanie Harlow,Melanie Harlow",Unforgettable,sports,309 pages,"Kindle Unlimited
",May 4th 2020,4.52,1265,388
Scott Pape,The Barefoot Investor: The Only Money Guide You'll Ever Need,self-help,248 pages,Kobo,November 22nd 2016,4.46,11221,987
Gabrielle Bernstein,The Universe Has Your Back: Transform Fear to Faith,self-help,200 pages,"Kindle Store
$9.99
",September 27th 2016,4.06,10481,812
Vex King,"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",self-help,285 pages,Kobo,December 4th 2018,4.28,2184,226
"J.L. Collins,Mr. Money Mustache","The Simple Path to Wealth: Your road map to financial independence and a rich, free life",self-help,288 pages,Amazon,June 17th 2016,4.47,6808,632
"Sheryl Sandberg,Adam M. Grant","Option B: Facing Adversity, Building Resilience, and Finding Joy",self-help,240 pages,"Kindle Store
$12.99
",April 24th 2017,3.87,41841,3482
Thibaut Meurisse,Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings,self-help,202 pages,"Kindle Unlimited
",May 6th 2018,4.15,431,38
"Timothy Ferriss,Arnold Schwarzenegger","Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",self-help,707 pages,Amazon,December 6th 2016,4.15,24853,1499
Gretchen Rubin,"The Four Tendencies: The Indispensable Personality Profiles That Reveal How to Make Your Life Better (and Other People's Lives Better, Too)",self-help,7 pages,Amazon,September 12th 2017,3.85,12841,1738
Eve Rodsky,Fair Play: A Game-Changing Solution for When You Have Too Much to Do (And More Life to Live),self-help,352 pages,Amazon CA,October 1st 2019,3.34,3393,549
Kim Malone Scott,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,self-help,246 pages,"Kindle Store
$14.99
",March 14th 2017,4.17,16170,1445
Emily Ley,"When Less Becomes More: Making Space for Slow, Simple, and Good",self-help,224 pages,"Kindle Store
$3.99
",November 12th 2019,4.09,2283,270
Jen Sincero,You Are a Badass at Making Money: Master the Mindset of Wealth,self-help,267 pages,Amazon,April 18th 2017,3.98,13785,1398
Chani Nicholas,You Were Born for This: Astrology for Radical Self-Acceptance and Living Your Purpose,self-help,,Amazon,December 18th 2018,4.32,1311,169
Johann Hari,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,self-help,322 pages,Amazon UK,January 23rd 2018,4.31,14383,1880
Austin Kleon,Keep Going: 10 Ways to Stay Creative in Good Times and Bad,self-help,224 pages,Kobo,April 2nd 2019,4.34,3764,568
Jesse Itzler,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,self-help,272 pages,"Kindle Store
$6.99
",November 3rd 2015,4.27,9966,987
"S.J. Scott,Barrie Davenport","Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking (Mindfulness Books Series Book 1)",self-help,157 pages,"Kindle Unlimited
",August 21st 2016,3.70,3221,274
Gabrielle Bernstein,Super Attractor: Methods for Manifesting a Life beyond Your Wildest Dreams,self-help,248 pages,Amazon UK,September 24th 2019,4.22,2588,238
Kate   Murphy,You're Not Listening: What You're Missing and Why It Matters,self-help,278 pages,"Kindle Store
$13.99
",January 7th 2020,4.14,1890,462
Anne Bogel,"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",self-help,217 pages,"Kindle Store
$9.49
",March 3rd 2020,4.20,1804,561
"Michael Greger,Gene  Stone",How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,self-help,576 pages,Amazon UK,December 8th 2015,4.52,18832,2048
Gretchen Rubin,"Outer Order, Inner Calm: Declutter & Organize to Make More Room for Happiness",self-help,208 pages,Amazon,March 5th 2019,3.49,8260,1312
Scott H. Young,"Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career",self-help,304 pages,Amazon,August 6th 2019,4.02,3763,424
"Shauna Niequist,Brené Brown","Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",self-help,240 pages,Amazon,August 9th 2016,3.85,39549,3267
